Temperature,Humidity,Voltage,Current,Power
20.53214421,46.65680697,97.68342786,3.674763889,358.9635332
25.17871541,57.58432607,6.127728211,0.905018081,5.545704828
40.71798349,30.88678287,193.4574604,5.677552421,1098.364873
48.23457232,56.41714918,38.97120697,2.836067037,110.5249555
98.72476477,48.14493342,6.0739413,0.904844229,5.495970735
145.224296,45.25557755,33.23340489,7.593256176,252.3497569
18.04958198,13.98798505,139.9836899,3.365244918,471.0794009
146.6116927,48.05419563,51.98996009,5.462624325,284.0016206
6.217103781,56.24206745,17.70084952,2.120253383,37.53028607
61.80407516,50.69244828,209.0717664,7.869571763,1645.305269
98.82801348,22.68228406,29.21942432,8.18235719,239.0837667
60.92142018,45.47992423,218.9583623,7.922264874,1734.646142
144.4004163,61.39997994,176.7996318,7.073570719,1250.604699
45.65771478,26.20673631,24.51741402,1.017524812,24.94707709
70.01637113,22.81298679,145.293063,9.687681074,1407.552856
98.32301581,60.66001045,115.6879981,2.944425579,340.6347006
13.5671924,30.65330487,79.64458011,9.283796181,739.4040487
46.22126687,46.78831432,61.39199725,2.945431767,180.8259389
37.8564028,62.46157357,226.0196609,6.924683145,1565.114537
102.8290114,26.42936506,32.62752287,3.40114484,110.970931
62.61514409,12.48660233,153.8147687,5.838523706,898.0511732
69.70855456,21.01571212,5.629327139,9.616561856,54.13477264
71.74195278,16.91800222,79.62635759,3.980951899,316.9886994
40.49541857,51.0143761,156.3206862,5.811136713,908.4008786
101.6339171,41.61210378,85.33798421,6.798720779,580.1891265
98.37437197,52.36813059,222.0360392,7.709026716,1711.681758
51.1366493,63.47617591,4.799747278,6.388362644,30.66252621
57.21905235,52.32940613,182.7367947,2.034284641,371.7386547
130.0247247,14.41909856,109.3297159,1.186389133,129.7075869
52.67548515,60.69864173,181.7952675,7.136381711,1297.360423
92.1877296,62.96197211,191.8829108,0.773575716,148.4359602
76.74718318,16.98367647,57.48737964,8.446408744,485.5619061
32.12468659,15.47738581,23.1749926,3.587708042,83.14510732
34.27095147,57.95900114,122.5287344,1.771009355,216.9995349
10.89747441,41.47920998,154.1149811,8.192516044,1262.589455
102.4371688,11.39163182,50.54749177,3.749144277,189.5098395
69.4612026,48.62467144,173.0924399,9.313723978,1612.135208
17.23949945,13.16279703,227.8846213,9.094683353,2072.538472
111.5713296,23.99656173,24.31459491,7.300735146,177.5144176
44.17949558,11.81224448,145.1373669,5.893333098,855.3428482
25.77471868,46.45745724,106.682479,2.923696641,311.9072055
22.69069808,35.8104276,100.6498896,2.825520448,284.3883211
42.77808295,10.99444828,5.891933552,2.414125572,14.22386746
69.8758853,26.80851738,124.4765805,4.132307482,514.3755047
54.5604044,35.02564756,106.5091752,4.695729393,500.1382648
51.13043765,34.52928025,4.16581414,5.541402699,23.08445371
43.0701864,23.9648424,156.0181791,5.188411926,809.486581
52.15356266,57.57129568,150.6511773,5.241979129,789.7103272
35.65533932,39.96876914,162.0633786,9.566857868,1550.437309
25.24748813,25.31989185,61.40813884,5.779810167,354.9273852
24.96557547,44.72902554,154.0911471,5.653899061,871.2157917
14.75362805,31.88643393,7.823452003,4.652243424,36.39660313
34.90038345,57.1075289,12.35663482,7.927474557,97.95690811
107.9205454,39.58989468,177.1228163,4.177236082,739.8838193
6.483313767,49.41507015,86.23221824,9.421557187,812.4417755
67.32476172,24.31425108,107.9127363,8.507141492,918.0289163
44.02509575,34.48796454,9.699614026,6.866129411,66.59880514
70.89168983,34.20768733,124.0825641,8.648000473,1073.066073
39.25688412,59.66935956,66.13876052,1.069901868,70.76198341
134.9809379,47.29482609,70.62843477,6.10843841,431.4294438
107.9691006,55.79180021,56.48990452,2.446795378,138.2192373
47.57965098,25.47275873,180.1937921,3.516197192,633.5969057
29.40533785,39.1074816,17.18110297,2.537769797,43.6016842
104.1331429,14.27614963,98.28548365,1.06363283,104.5396671
82.36009917,11.5736866,43.5294246,4.088987824,177.9912872
65.13182916,16.10465481,216.167628,8.773015428,1896.441935
48.22450173,61.18966085,171.5537809,7.265724429,1246.462497
105.7335716,60.31237488,92.64346943,9.178334426,850.3127449
58.54862733,17.18999535,156.9650176,4.256805581,668.1695627
74.80879378,33.1373048,98.28334321,0.12647824,12.43070424
62.78805371,31.90375806,30.04349893,7.520273911,225.9353412
118.394158,17.34456177,208.5196051,2.833961537,590.9365405
96.45898984,63.74575608,194.1686815,7.864366654,1527.013704
138.9216328,26.12578613,109.1990416,7.404072394,808.5176095
61.25013838,51.93015973,106.4758184,7.087163951,754.6115821
46.78724001,15.22227928,47.30264035,7.436402238,351.7614606
145.8040238,33.15272616,163.1485148,5.061887344,825.8394025
54.252521,38.82102595,212.2966928,1.760694414,373.7896012
141.1971595,22.38657376,95.91269339,9.433864359,904.8273398
30.14700425,35.97287911,90.76491123,6.953219909,631.1083878
21.09712092,16.61076509,44.20789844,8.687252646,384.0451826
131.3154954,59.4878081,123.3148812,3.418847167,421.5947321
96.33071806,36.83883461,36.71239713,1.735651823,63.719939
95.26110621,32.21391757,138.2000236,0.862647533,119.2179094
71.17847915,19.65674779,26.46370664,5.876361427,155.5103049
73.60785918,34.62825158,170.2296679,4.183833501,712.2125874
78.64175457,64.64862778,162.3534012,9.706706427,1575.916803
143.161941,31.81218077,225.6587297,6.491181108,1464.791683
46.54795209,14.95161387,72.53273847,1.438598805,104.3455109
87.36942981,33.01242972,193.8823635,2.665971216,516.8848003
53.48200548,14.75186456,143.8508586,5.699117125,819.8228918
78.38621461,14.58596184,161.0079844,6.749747906,1086.763306
9.801391326,59.09565173,59.08194192,4.799621738,283.5709728
64.25726299,45.5093491,125.2867202,1.018680471,127.6271352
121.1423352,25.65874778,239.4739668,8.057259035,1929.503783
143.3944702,38.92372348,132.4722764,5.669051515,750.9921593
73.11366833,21.07969789,54.79267923,2.377923414,130.2927949
65.88396319,50.65290238,26.01623842,5.702833798,148.3662837
43.22647818,20.50223009,122.7238088,2.002137235,245.7099072
75.53510414,53.12296019,169.5164982,4.158720217,704.9716883
11.29579683,50.73878882,118.3115884,8.768785292,1037.448916
126.4041025,17.09601877,136.594323,3.277086129,447.6313611
133.7067082,56.29018006,6.2287078,5.731416514,35.69931874
126.6898202,35.88161496,22.07763281,6.879191571,151.8762656
86.80363187,42.4648473,218.0415299,5.679952945,1238.46563
90.03848987,22.47640921,85.87890515,8.672082143,744.7489198
53.98401983,12.11156997,227.7308907,1.179066715,268.5099133
128.0238813,34.90556556,93.94186789,6.355302226,597.0289621
74.2135421,13.09810176,93.4069211,1.405407361,131.2747744
80.11639837,14.75004268,175.4460289,2.467721705,432.9519735
111.1845114,22.17128765,192.6935475,9.241797425,1780.834731
145.8720105,34.60430495,162.3819248,5.968802151,969.2255823
56.59365507,41.49342567,9.627683693,3.412835166,32.85769747
63.39982637,62.94753094,144.1361394,8.016176527,1155.420737
88.02545316,30.43695693,23.92807121,3.650479825,87.34894122
14.04861656,35.06820417,108.4206859,5.495865948,595.8655555
118.3302651,18.89911894,89.55253043,8.544996956,765.2260999
96.64108007,43.38294225,79.39940244,5.192329403,412.2678518
87.42754626,18.66912473,50.4611658,8.608787861,434.4094716
94.83810903,58.31907108,208.9643939,6.030055067,1260.066802
88.05645313,58.4393832,95.62842797,4.0007463,382.5850794
116.5502481,59.10796592,66.1058177,4.010524607,265.1190086
43.24803603,17.36069054,6.512263382,0.603830814,3.932305301
128.3208027,49.15036551,126.668595,9.680917308,1226.268194
52.29855529,14.33356192,86.97086683,0.246092025,21.4028367
53.29754672,32.55335291,218.3283464,3.55672076,776.532962
64.1913575,51.86510427,138.2898933,9.818685483,1357.824967
87.48234212,23.44961915,77.41943549,7.481793865,579.2362575
79.75071965,35.37634607,96.76517793,1.085188313,105.0084402
97.23296255,22.01602216,140.7419305,8.355009529,1175.90017
113.5536588,59.06030194,41.56262687,6.508614252,270.5151056
130.4499736,41.80035447,169.1775113,5.834262572,987.0260224
8.108243881,10.64131717,234.8751617,4.924949904,1156.748405
75.36416298,37.13281256,137.2397888,8.403780909,1153.333117
71.49024169,35.04024569,218.4358957,1.448039913,316.3038954
22.87091864,25.99945843,98.81800128,5.157908376,509.6941965
103.2097076,26.38647569,190.4831229,7.437063888,1416.635155
68.45332094,47.33378316,72.77442671,2.740821741,199.4617309
55.15345692,59.27840132,126.5271553,1.793902504,226.9773808
69.5720922,11.53482963,174.1954918,0.178850388,31.1549313
137.4536392,32.90522461,15.15299568,8.317094852,126.0289024
104.403428,52.33482643,70.36672258,5.616651745,395.2253752
96.13167158,11.72848561,239.8071778,1.80852943,433.6983387
146.398821,28.71364214,112.9057177,8.751955366,988.145802
10.39749712,30.3440655,69.31244602,4.668519049,323.5864745
54.50535161,39.7480005,42.24332776,6.970189749,294.4440101
41.79628956,12.76422877,104.2381648,2.202028011,229.5353588
55.05600937,28.88206286,27.32595762,5.886423947,160.8521713
120.2418831,34.3161067,205.1196329,1.365323347,280.0546237
100.271526,39.04663332,179.2392168,6.743172532,1208.640963
29.63925871,47.4921392,126.9869898,2.561198878,325.2389357
110.9757632,64.30027662,89.06981165,9.259792719,824.7679934
97.08423238,49.01511673,194.3592438,4.407834155,856.7033132
46.6368192,44.41378837,2.415786299,6.972596725,16.84430364
91.85418019,29.48807314,159.9913683,9.853763258,1576.517067
132.870156,46.94278591,167.468076,0.803135482,134.4995539
9.528233021,15.49818765,195.2402213,2.068049409,403.7664243
128.9251911,25.58266336,186.5424829,4.853208596,905.3295817
31.92554533,26.19133368,20.10409269,5.263053851,105.8089225
49.42240139,29.76704261,44.54421152,6.720713586,299.3688876
88.30586344,26.22590657,115.3616195,8.138822243,938.9077145
134.553817,21.3529829,26.08507368,8.2261638,214.5800888
126.2220641,11.26019168,60.63849158,6.855182227,415.6879098
92.62982365,45.74046908,68.37968162,9.735520915,665.7118206
50.85886446,42.92925922,170.1967863,8.361088753,1423.030435
135.2503827,37.68970411,209.3631548,0.3229039,67.60417919
14.44483031,55.24418822,27.69629967,2.428145829,67.25065452
129.5855877,55.14097093,234.3754929,2.196124732,514.7178166
17.64121512,48.29254918,88.40635628,0.755479807,66.78921696
15.99284735,43.49295526,205.8874599,0.41050209,84.51723257
25.25269442,61.26711934,173.1879597,2.766838181,479.1830593
58.93818623,25.08545611,9.924929763,5.827346051,57.83600026
55.18652609,14.41087814,219.5079151,9.417943333,2067.313105
118.5730218,34.40079763,5.414245897,1.081797474,5.857117536
11.37409814,16.55616198,186.4638223,5.484937714,1022.742451
59.82262847,44.57538151,16.63599957,0.478123001,7.954054032
78.900316,47.15743793,191.877433,5.98212002,1147.833833
102.4406487,61.94803721,130.4735973,7.321646785,955.281594
91.03925468,37.39399573,211.6422805,8.356814152,1768.655205
101.3403443,58.96202325,85.8475229,6.369338641,546.7919449
136.0007025,12.72986104,3.071746229,3.152872838,9.684825249
146.211652,28.97789206,162.3925614,8.408921949,1365.546374
75.53001125,63.87221122,84.0800089,5.341726508,449.1324123
24.80864165,58.01552806,142.8039009,6.807666516,972.1613347
9.857738719,50.72602015,132.5650037,6.212031206,823.4979399
57.11666976,31.08307375,160.3035159,6.110887653,979.5967762
109.1807921,18.61065663,136.3708371,8.227491682,1121.989928
119.8111308,36.1316324,2.640781508,8.047832399,21.25256698
138.3446928,45.22782642,118.8128952,6.030595548,716.5125168
48.0100593,27.08091987,131.7750129,0.255006585,33.60349605
124.126601,23.72496832,101.0010195,0.546738145,55.22111009
34.0054426,24.14980207,220.541544,2.249290207,496.0619351
47.33520992,43.15762701,231.3100976,8.188455432,1894.072425
11.22561931,12.39943755,147.6346631,1.039248099,153.429043
130.5626317,35.8867026,51.30362069,0.600997972,30.83337198
138.9919988,18.74241532,129.9597228,5.011392702,651.2792062
118.5348293,18.29968212,195.9482915,1.648336303,322.9886824
84.91029665,16.27723692,146.4190725,1.125383742,164.7776438
136.0297487,56.30556469,180.6733039,3.017244648,545.1355594
128.2588111,47.46466625,132.8814089,3.719205596,494.2132798
113.9963956,36.78021482,234.318982,8.583413045,2011.256606
125.3757979,23.74585871,47.12622909,7.204388462,339.5156611
99.38883475,18.4249651,86.91155534,0.832871887,72.38619107
15.19628244,63.05518425,72.94124234,5.923765949,432.0868477
12.74688927,44.5882641,141.591489,0.582643673,82.49738523
99.68980546,59.52111944,167.3486331,3.987012323,667.2210625
58.46110562,63.12863316,194.9369032,2.80799111,547.3810913
5.99305012,11.14814232,4.917949273,0.587544531,2.889514198
133.5023766,48.82593698,193.2754854,3.62552236,700.7245938
120.8429392,60.13734921,2.581289458,6.281158494,16.2134882
49.155026,46.19782519,66.96263036,4.380999094,293.363223
99.45421512,13.9896702,69.33020672,1.930658416,133.8529471
84.887999,41.40506747,121.8343955,0.617790925,75.26818381
118.0654851,38.69583073,232.49829,3.553273396,826.1299886
29.47968893,54.24178063,173.7297154,8.606657642,1495.232183
37.87498684,51.14861504,79.07322269,8.747843268,691.7201588
54.67496647,39.26536371,38.76335566,2.731919484,105.8983666
24.58094022,30.59547647,50.90952581,1.7890327,91.07880639
58.62006991,34.0217717,39.11176695,6.300339664,246.4174166
7.460878912,15.27138177,123.1788764,7.780146574,958.349713
59.00926506,40.47507064,208.6436688,3.457702935,721.427826
131.204487,18.81263428,135.8547996,8.14959381,1107.161434
136.6902969,21.9914127,108.5731746,2.095665815,227.5330904
65.64106167,47.89071133,187.4512323,7.906916347,1482.161213
141.5674146,33.33339641,150.5371762,2.283394636,343.7357807
74.71675563,30.76866791,183.5342563,2.49306143,457.5621754
95.62345941,44.73475546,177.8833582,8.86951574,1577.739246
101.3281463,52.7459117,135.2851944,7.860809051,1063.451081
139.1552336,62.61787799,65.15328327,8.660621612,564.2679331
27.60290008,37.60719793,178.2940717,8.061143684,1437.25413
101.142664,44.58536719,29.56605942,2.463888296,72.84746775
97.09565586,11.3801964,26.26390183,1.433156784,37.64028908
10.14354042,32.86108434,176.7896094,5.186265377,916.8778304
38.59860072,64.67465552,89.36266006,1.089173312,97.33142439
15.98039725,52.91892087,67.70330144,5.269643931,356.7722916
100.3166069,38.9569556,176.241723,8.800958856,1551.096153
115.5406129,26.35406677,93.91808774,7.150339161,671.5461807
11.4467383,21.70835575,224.6467316,3.473138926,780.2293083
96.19739831,62.14033837,41.74245683,9.819003502,409.8693298
7.229916622,22.41614416,77.51382933,0.104035961,8.064225732
78.42020721,60.21611328,75.5026702,6.775859968,511.5955205
54.57048259,26.68022231,111.9954935,1.504886179,168.5404703
115.7681435,20.25398524,202.2895371,1.278929222,258.7140003
68.44353892,56.37483182,39.9205913,9.130204767,364.483173
120.3308703,30.17275251,82.23129642,1.282530914,105.4641798
112.8930874,43.44237169,33.73128023,3.935923106,132.7637253
19.03986473,58.13079221,65.88145257,0.892247162,58.78253911
18.99289318,52.35959799,82.12345806,4.242846737,348.4372461
79.71551525,63.83438962,130.9784614,7.671763977,1004.835842
86.19858261,45.54304297,65.0280845,8.591388595,558.6815435
75.72037671,39.12745308,84.46533135,5.139216172,434.0855969
7.062172526,49.48457407,90.7500343,2.892920717,262.5326543
36.24592069,48.87550563,121.5215754,4.80994921,584.5126057
16.62421015,24.48286005,180.4692752,7.100156574,1281.360111
111.000401,15.90724872,221.2698832,0.958385095,212.061758
118.2402902,28.82947371,143.24551,6.60432495,946.0398956
74.87259515,34.84117221,96.13645298,8.331934828,801.0026608
45.14777142,21.62029562,176.1407849,1.692717515,298.1565916
38.33513252,39.15353752,56.52663092,9.015490234,509.615289
42.46433405,27.48169387,126.853975,7.24515772,919.0770562
62.64333815,42.11526713,88.36754904,4.32680938,382.34954
40.40780655,17.13132537,194.3010898,8.903670909,1729.992961
60.84627966,24.1553394,58.00063753,0.042808037,2.482893444
36.16507409,21.00180748,130.3174328,4.527611497,590.0267071
34.79367961,51.13872959,139.1550212,3.164054831,440.2941171
20.57110906,15.56323179,213.6307685,0.062726309,13.4002697
136.2767268,46.89242686,95.42516898,8.96927255,855.8943487
60.92376387,59.22908243,193.2885328,0.98772624,190.9161557
119.7500881,33.6314991,100.9959599,7.352078231,742.5301983
148.2090966,45.42166919,57.33646443,9.87659383,566.2889709
130.7564056,28.15134006,228.624497,3.116695567,712.5529564
100.4527674,53.12365832,165.8346751,2.17325308,360.4007184
70.99094038,61.40577427,173.0448535,7.269834696,1258.00748
75.45212221,27.58124888,86.0303715,1.738936085,149.6013174
22.77917746,24.64986884,238.9931045,5.365341022,1282.279508
51.09247155,28.31449317,150.6970037,2.653745891,399.9115542
19.16933132,12.67317385,149.0923759,2.717956045,405.2265243
20.23675504,55.15758527,196.596797,3.943765262,775.3316188
49.54473499,40.82751575,89.38232135,0.312366924,27.9200808
123.3823918,23.62499321,148.5979581,9.836766765,1461.723456
79.72440273,50.02039974,197.2287072,8.116561755,1600.818982
98.90990513,40.51387647,48.03425681,3.251647067,156.1904503
39.44317576,35.624358,17.78436807,2.700198543,48.02132475
84.76726671,30.17875461,55.57550038,8.897158207,494.4640194
131.8748684,45.45636877,152.6504247,6.211011095,948.1134817
80.41033142,60.13729513,187.3015186,7.525039657,1409.451355
133.2799573,33.39637447,61.44792786,9.706424478,596.4396712
142.4846336,21.21189907,45.74913108,4.738998762,216.8050756
86.68053335,54.78631053,210.7205957,1.215093923,256.0453153
67.34386693,44.78188186,121.971523,5.310962785,647.7862194
137.9985452,39.0072544,216.5239339,3.903279487,845.1534296
136.9619436,16.50963498,9.096894167,4.470730283,40.66976024
51.38379973,14.88254092,41.46624098,8.866683358,367.6680288
41.74629236,26.72368721,184.6975949,9.905053499,1829.439559
30.0430647,35.21838355,89.10314569,3.542757141,315.6708057
93.54127332,25.81771112,198.1737029,2.125250953,421.1688509
139.9900066,23.92487084,95.55254853,5.674498687,542.2128112
20.45358988,22.24987852,28.72159446,4.932714085,141.6754135
60.72221568,15.79809792,26.87782136,4.157914092,111.7556722
96.33228783,47.59139932,38.39048472,2.843264331,109.1542958
29.07839034,53.60095526,203.3075764,5.537550506,1125.825972
103.9894994,14.62108967,80.26661336,4.543273079,364.6731436
145.5448044,46.48358843,57.64619473,1.23025394,70.9194582
78.81082092,23.07416599,149.1526436,9.510387234,1418.499398
81.88635358,48.74983948,178.4671131,9.652199453,1722.600171
20.11868732,60.13238869,75.32408315,8.350603632,629.0015623
135.2242765,52.89397763,187.6949016,2.262218879,424.6069498
110.3016425,43.71652296,151.6743082,2.745826034,416.4712641
38.37139066,24.71795414,70.13778083,2.260072629,158.5164787
125.7325745,46.10335103,83.43986623,5.674209497,473.4552814
147.5850943,25.06563983,22.58132037,4.208137401,95.02529881
26.66828998,47.06609652,126.2709858,2.412895537,304.678698
77.10112215,15.33373897,235.2102152,9.566146034,2250.055267
12.8878178,48.54676202,144.8040136,6.633360193,960.5371795
121.8645115,21.62190339,44.13689051,4.123009092,181.9768008
98.05458424,58.08076294,236.4228611,7.104339712,1679.628321
78.92190926,54.15554218,162.8142817,2.389318846,389.0152316
124.8127713,37.89900949,27.134052,2.661773301,72.22469518
126.2084856,53.75466816,128.821589,4.694926615,604.8079068
59.43635277,20.22149179,129.234783,0.54213447,70.06263061
15.19499579,15.60671178,208.891818,1.082027639,226.0267208
49.66207009,34.77140435,121.1214348,9.896763389,1198.710181
94.08773575,38.47021874,220.4827142,7.512343844,1656.341961
55.95595374,16.17845505,108.1215099,7.928944449,857.2894455
49.19350747,57.05582391,89.68130882,0.49525137,44.41479102
102.5426289,30.25410257,4.447198913,2.270203226,10.09604532
58.18292072,33.20902945,35.45857132,7.796485241,276.452228
15.85421809,62.12334178,211.7719325,7.142372486,1512.554024
92.24377327,54.93812622,34.85580361,4.166573059,145.2292523
8.28346344,14.62278986,57.95514912,1.964405585,113.8474186
110.3474165,29.382258,22.59889905,1.52576972,34.48071588
52.46436293,17.51173892,209.4951667,8.102296285,1697.391911
125.7863725,54.08772772,34.32501242,1.690674319,58.03241698
95.73312481,59.54148751,164.5463118,7.895789654,1299.223066
46.1566196,27.46640352,51.50422073,7.712146471,397.2080941
133.8044093,46.94345721,31.94425943,9.014994014,287.9773075
28.41840919,17.65804271,168.6062448,6.805017369,1147.368424
56.77521718,44.36947688,197.3138198,8.421228027,1661.624669
23.61808734,19.32378825,81.19583959,1.79296276,145.5811167
40.05640133,58.54024496,232.3792394,0.366668826,85.2062229
11.0279873,60.81453431,180.9693878,2.965748971,536.7097757
95.46622892,38.79917865,139.2048651,1.568595386,218.3561091
59.01763211,34.42291677,119.3672201,6.108809768,729.1916403
119.4435548,48.49211949,34.93106922,4.433982125,154.8837365
34.28901059,44.65655184,210.335633,1.357851125,285.6044759
61.80360898,24.86581259,168.2697292,4.718746913,794.0222652
27.09904233,47.54540421,33.1471752,3.191484454,105.7886943
39.92711444,53.53844131,98.65548019,2.292610375,226.1785774
124.424371,27.92545602,234.1984774,7.277948973,1704.484568
96.62586761,62.00631625,164.6755056,2.605260236,429.0225466
41.5633058,59.29799747,225.6260348,1.861305589,419.9589998
142.0152472,56.26415495,55.97187427,5.096744999,285.2743703
10.80876563,57.75813346,35.21152699,6.952400949,244.8046537
43.81293357,57.91010638,158.891578,2.362259443,375.3431305
115.5404269,10.1038697,162.6662645,6.920792826,1125.779516
83.49457065,28.67962481,77.92598381,0.881139886,68.6636925
56.1107069,18.74496479,135.7881636,8.530278557,1158.31086
14.26997666,58.75728708,19.17600071,8.482403239,162.6585706
